YearStart,YearEnd,LocationDesc,Topic,Question,DataValueUnit,DataValue
2009,2013,Missouri,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence","per 100,000",8.1
2014,2014,Alaska,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,"cases per 1,000",
2014,2014,Illinois,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,38.4
2010,2014,Oklahoma,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",19.2
2013,2013,Alaska,Tobacco,Quit attempts in the past year among current smokers,%,65.7
2016,2016,Nebraska,Alcohol,Binge drinking prevalence among women aged 18-44 years,%,
2013,2013,Massachusetts,Cardiovascular Disease,Mortality from heart failure,"cases per 100,000",46.8
2016,2016,Rhode Island,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",
2016,2016,Delaware,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,12.2
2016,2016,California,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,
2013,2013,Mississippi,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,42.6
2016,2016,Utah,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,
2016,2016,South Carolina,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,6.8
2015,2015,Mississippi,Diabetes,Diabetes prevalence among women aged 18-44 years,%,
2013,2013,Mississippi,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,47
2014,2014,Oklahoma,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,52.8
2013,2013,Indiana,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,90.4
2008,2012,Utah,Cancer,"Invasive melanoma, incidence","per 100,000",32.9
2014,2014,South Dakota,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,4.0
2016,2016,South Dakota,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,41.4
2018,2018,Minnesota,Tobacco,Current smoking among adults aged >= 18 years,%,22.6
2010,2014,Iowa,Cancer,"Invasive melanoma, incidence","per 100,000",
2014,2014,Arkansas,Arthritis,Arthritis among adults aged >= 18 years,%,31.3
2012,2012,Guam,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,42.5
2016,2016,Arkansas,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,Number,
2011,2011,Puerto Rico,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,
2008,2012,Indiana,Cancer,"Cancer of the prostate, mortality",,588
2011,2011,Vermont,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",370.3
2015,2015,Vermont,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,Number,
2011,2011,Virginia,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,8.2
2012,2012,Puerto Rico,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,22.7
2011,2011,Colorado,Asthma,Asthma prevalence among women aged 18-44 years,%,
2017,2017,Montana,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,
2011,2011,Arkansas,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,56.5
2016,2016,Louisiana,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,12.1
2008,2012,Wisconsin,Cancer,"Cancer of the prostate, mortality","per 100,000",
2017,2017,Delaware,Cardiovascular Disease,Cholesterol screening among adults aged >= 18 years,%,92.7
2014,2014,Illinois,Cancer,Mammography use among women aged 50-74 years,%,
2015,2015,Nevada,Alcohol,Heavy drinking among adults aged >= 18 years,%,6.2
2016,2016,Puerto Rico,Diabetes,Diabetes prevalence among women aged 18-44 years,%,
2012,2012,Illinois,Reproductive Health,Folic acid supplementation,%,
2012,2012,New Hampshire,Cancer,Mammography use among women aged 50-74 years,%,
2017,2017,Michigan,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,
2012,2012,Tennessee,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",219.6
2011,2011,Vermont,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,62.6
2011,2011,Illinois,Alcohol,Heavy drinking among women aged 18-44 years,%,
2018,2018,Mississippi,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,
2018,2018,Pennsylvania,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,36.0
2011,2011,North Dakota,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,58.2
2011,2015,New Hampshire,Cancer,"Invasive cancer of the female breast, incidence",,18
2016,2016,North Carolina,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,12765
2018,2018,Oklahoma,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,
2013,2013,Massachusetts,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,24.9
2018,2018,Georgia,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,56.6
2015,2015,Michigan,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,25.0
2016,2016,North Carolina,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,45.5
2013,2013,Delaware,Arthritis,Arthritis among adults aged >= 18 years,%,24.3
2018,2018,Kentucky,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,
2011,2011,Maine,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,"cases per 1,000",6.81
2014,2014,Maine,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,42.1
2015,2015,Maryland,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,48.3
2014,2014,Vermont,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,85.1
2016,2016,Pennsylvania,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,
2012,2012,Indiana,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,
2016,2016,Tennessee,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,8.2
2011,2011,Vermont,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",97.3
2012,2016,Idaho,Cancer,"Invasive cancer (all sites combined), mortality","per 100,000",95
2013,2013,Florida,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,26.6
2015,2015,Texas,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",599.0
2012,2012,Pennsylvania,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,39.6
2015,2015,Louisiana,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,"cases per 1,000",8.55
2015,2015,Colorado,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,
2014,2014,New York,Asthma,Asthma prevalence among women aged 18-44 years,%,13.7
2011,2011,South Dakota,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,
2015,2015,Michigan,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,,61
2017,2017,Idaho,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,60.4
2013,2013,Massachusetts,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,"cases per 100,000",
2011,2011,Idaho,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,
2013,2013,Indiana,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,%,26.5
2017,2017,South Dakota,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,50.9
2014,2014,Ohio,Asthma,Current asthma prevalence among adults aged >= 18 years,%,10.1
2018,2018,West Virginia,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,39.8
2014,2014,Georgia,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,
2017,2017,Nebraska,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,,
2016,2016,Mississippi,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
2011,2011,North Carolina,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,76.0
2017,2017,California,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,35.6
2014,2014,Iowa,Reproductive Health,Timeliness of routine health care checkup among women aged 18-44 years,%,
2011,2011,Alabama,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,
2018,2018,Montana,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,40.5
2015,2015,California,Tobacco,Quit attempts in the past year among current smokers,%,67.5
2017,2017,New York,Arthritis,Adults aged >= 18 years with arthritis who have taken a class to learn how to manage arthritis symptoms,%,
2011,2011,Florida,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,"cases per 100,000",238.5
2014,2014,Tennessee,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,gallons,2.0
2016,2016,New York,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,39.8
2016,2016,Illinois,Alcohol,Heavy drinking among adults aged >= 18 years,%,7.6
2014,2014,Oregon,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,
2016,2016,Massachusetts,Overarching Conditions,Premature mortality among adults aged 45-64 years,Number,3547
2014,2014,Hawaii,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",771
2015,2015,Louisiana,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,60.4
2015,2015,Minnesota,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,Number,28
2015,2015,Nebraska,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,52.2
2013,2013,Kentucky,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",180.7
2017,2017,South Carolina,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,
2010,2014,Pennsylvania,Cancer,"Cancer of the female cervix, mortality",,
2013,2013,Minnesota,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,45.3
2017,2017,Oklahoma,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,
2013,2013,New Mexico,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
2015,2015,Alaska,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,
2014,2014,Oregon,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",39.81
2009,2013,Maryland,Cancer,"Cancer of the colon and rectum (colorectal), mortality",,
2012,2012,Idaho,Oral Health,Six or more teeth lost among adults aged >= 65 years,%,
2014,2014,Arizona,Chronic Obstructive Pulmonary Disease,Emergency department visit rate for chronic obstructive pulmonary disease as any diagnosis,"cases per 10,000",185.03
2012,2012,Rhode Island,Oral Health,Oral health services at Federally Qualified Health Centers,%,33.9
2009,2013,District of Columbia,Cancer,"Cancer of the prostate, mortality","per 100,000",
2017,2017,Iowa,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),Number,1416
2013,2013,Maryland,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,14.9
2017,2017,Minnesota,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,
